year,month,temp,sd,nbr
1928,02,1.2,1.6622030578763451,87
1928,03,1.4,2.408971078070254,93
1928,04,4.55,3.6465221232711067,90
1928,05,9.7,2.677894199656426,93
1928,06,12.4,1.7825933919429724,90
1928,07,15.2,2.240659798973476,93
1928,08,15.7,1.4716591788396274,93
1928,09,14.2,3.0195784362364675,90
1928,10,10.3,2.3422771552678734,93
1928,11,7.95,2.2144694976573804,90
1928,12,1.7,2.6234419005058207,93
1929,01,-2,2.1072122860578912,93
1929,02,-6.1,3.2746553645752177,84
1929,03,0.7,2.4942716044648474,93
1929,04,3,2.5348381594062417,90
1929,05,10.7,3.142610082394454,93
1929,06,12.4,2.353061596389796,90
1929,07,15.6,2.3596915036758235,93
1929,08,16.3,1.5742693489900976,93
1929,09,14.75,2.2471680055002166,90
1929,10,10.9,2.1412798687679375,93
1929,11,7,1.4231350457009069,90
1929,12,5.2,2.6608928259394524,93
1930,01,3.4,1.6314113640658443,93
1930,02,0.7,2.0905666741180187,84
1930,03,2.5,1.8580108452523276,93
1930,04,6.05,2.831010063127309,90
1930,05,11,2.678348070564536,93
1930,06,16.75,2.8761668641113705,90
1930,07,16.9,1.6165106222556527,93
1930,08,16.9,1.5001737471447276,93
1930,09,14,1.8743784654413744,90
1930,10,11,2.011252241110648,93
1930,11,7.25,2.4646922455285445,90
1930,12,3.6,2.191765476648524,93
1931,01,1.4,2.3742723596844706,93
1931,02,-0.25,2.1917028513032477,84
1931,03,-0.2,2.925975460990227,93
1931,04,3.9,1.8147213238252498,90
1931,05,11.5,2.7880807214635865,93
1931,06,13.6,2.1863339588853483,90
1931,07,16.2,1.8510020282670954,93
1931,08,16,2.351685160667593,93
1931,09,11.8,2.739486998277749,90
1931,10,9.9,3.560437907416252,93
1931,11,5.35,2.802579514497519,90
1931,12,2.2,2.7452717650623626,93
1932,01,3.2,1.7985371438692928,93
1932,02,1,2.732784318416113,87
1932,03,1,3.2441586301214222,93
1932,04,5.65,1.9799128595309012,90
1932,05,11.4,2.906560665831839,93
1932,06,14.45,2.2475243697809044,90
1932,07,18.8,2.3971513794205563,93
1932,08,18,1.8104406051195747,93
1932,09,14.4,2.0241257109879927,90
1932,10,9.7,2.3361020106195216,93
1932,11,5.55,2.0460052121975583,90
1932,12,4,2.2759402805923563,93
1933,01,-0.2,4.074789364911571,93
1933,02,1,2.776537579330057,84
1933,03,2.8,2.1872051327344955,93
1933,04,5.45,2.031926510314989,90
1933,05,10.4,2.840835432765198,93
1933,06,16.35,2.1181944705883264,90
1933,07,18.2,1.929495957939898,93
1933,08,17.8,1.7090968829217132,93
1933,09,15,2.4681564991648197,90
1933,10,11.2,2.5114497041834802,93
1933,11,5,2.383741485703027,90
1933,12,1.2,2.409946080766531,93
1934,01,2.4,1.7660828465422749,93
1934,02,3.3499999999999996,2.0092299926865484,84
1934,03,3.8,1.2394972513826454,93
1934,04,7.45,3.080303501754551,90
1934,05,11.8,2.577009331007382,93
1934,06,15.2,2.980801867833704,90
1934,07,19,2.4888874105329655,93
1934,08,17.5,1.7707145753979894,93
1934,09,16.5,2.011048136356157,90
1934,10,11.7,2.9392779451269453,93
1934,11,7.45,1.8127048508801686,90
1934,12,6.8,2.491149832804335,93
1935,01,1,2.8627159464388576,93
1935,02,2.6,2.7182715623832974,84
1935,03,2.6,3.0062386433446466,93
1935,04,6.2,3.5846461317872547,90
1935,05,10,4.010131803662936,93
1935,06,15.7,3.305558629442858,90
1935,07,17.8,2.5921519991909756,93
1935,08,16.7,1.8516970975803442,93
1935,09,14.55,2.2093346962942686,90
1935,10,11.2,3.249218627974981,93
1935,11,6.699999999999999,2.2454003477326716,90
1935,12,3,1.90927340058622,93
1936,01,3.4,1.3193067725064174,93
1936,02,0,2.471811139105178,87
1936,03,2,2.1441958795967024,93
1936,04,4.9,1.9535798952157704,90
1936,05,11.5,2.4671308143981685,93
1936,06,16.700000000000003,3.5733784725194124,90
1936,07,18,1.7460072664436574,93
1936,08,17,1.790761184370585,93
1936,09,14.2,2.8988268753813515,90
1936,10,9,2.247637583732615,93
1936,11,6.95,2.365382887556277,90
1936,12,4.4,1.5906965669235729,93
1937,01,0.3,3.522124356308231,93
1937,02,0.75,1.672048825487324,84
1937,03,1.8,2.2769922665967024,93
1937,04,6,1.8087303884154564,90
1937,05,12,3.2517007453424127,93
1937,06,15.1,2.698457736801407,90
1937,07,17.8,2.0355334551261546,93
1937,08,19,1.9475995462414417,93
1937,09,15.5,2.424264564080039,90
1937,10,11.4,1.6043076946320596,93
1937,11,5.3,3.0828234217495964,90
1937,12,1,2.9452341039497565,93
1938,01,2.8,2.2595183325001282,93
1938,02,2.1,2.1318860956269408,84
1938,03,5.8,1.7571532823814804,93
1938,04,6.7,2.1313708201609844,90
1938,05,10.5,2.792040630719844,93
1938,06,14,1.6691894763971094,90
1938,07,17.5,2.35923825473181,93
1938,08,19.6,2.776037432063358,93
1938,09,16,1.8784436541450353,90
1938,10,11.5,2.684785627623304,93
1938,11,9,1.5488342843730694,90
1938,12,1,4.394424620122125,93
1939,01,2.2,2.257952027519357,93
1939,02,3.1500000000000004,1.9910942712530308,84
1939,03,2.5,2.057612236535842,93
1939,04,6.4,2.4138388466358083,90
1939,05,11,3.2565516370464453,93
1939,06,16.2,2.616097292475068,90
1939,07,17.8,2.2278823040148037,93
1939,08,19.8,2.4533277816673977,93
1939,09,16.65,4.074923312161838,90
1939,10,6.8,2.448777256392647,93
1939,11,6.2,2.6166279011417934,90
1939,12,1.6,3.108122117115761,93
1940,01,-3.5,3.536158974064242,93
1940,02,-6.5,5.231639908740216,87
1940,03,0.1,2.3944790011126678,93
1940,04,3.3,2.7427719104601076,90
1940,05,10.2,2.9787042185956265,93
1940,06,16.2,2.8767371671893556,90
1940,07,18,2.0317713710358314,93
1940,08,15,2.370237283044382,93
1940,09,11.6,1.7471003264156864,90
1940,10,8.6,3.3739237371085045,93
1940,11,6.4,2.2009727165224935,90
1940,12,0.4,3.2506039284959414,93
1941,01,-4.8,3.53268052575586,93
1941,02,-2.5,3.415699805824743,84
1941,03,0.8,1.5630649516289312,93
1941,04,4,2.1375733263079706,90
1941,05,8.8,4.086682895955975,93
1941,06,14.7,3.856441503984979,90
1941,07,20,2.6669465725001618,93
1941,08,16.6,2.1442825464671587,93
1941,09,13.2,1.9280775778135628,90
1941,10,9.8,3.4345956003322153,93
1941,11,3,1.9407197784396815,90
1941,12,3.4,3.6180476526994916,93
1942,01,-6,5.9238365646507996,93
1942,02,-5.4,3.151910238666457,84
1942,03,-3,4.55958012551497,93
1942,04,3.7,2.851681940125941,90
1942,05,9.6,2.8187490055083355,93
1942,06,13.1,2.0377428089201706,90
1942,07,16,1.6941495181935167,93
1942,08,17.5,2.265282110202431,93
1942,09,14.6,2.552051144412153,90
1942,10,11,1.9135933854123197,93
1942,11,5.699999999999999,2.9181818429313964,90
1942,12,4,2.356835323961567,93
1943,01,0.2,2.643122011777826,93
1943,02,3,1.3808932020872775,84
1943,03,4.5,1.9076652053660716,93
1943,04,8,2.2790148889202326,90
1943,05,12.8,2.526087358852328,93
1943,06,15.6,1.9158462663675695,90
1943,07,17.8,2.72855829844843,93
1943,08,16,2.7077680749353488,93
1943,09,15,2.10586986543265,90
1943,10,11.8,1.74331220594744,93
1943,11,5.55,1.8346110630891193,90
1943,12,3,2.2710806649322843,93
1944,01,4,1.9969266943315407,93
1944,02,1.4,2.0469319724569126,87
1944,03,2,1.605456887806965,93
1944,04,6.45,2.7416537743171028,90
1944,05,9.1,3.2761366773612717,93
1944,06,12.9,2.960298260776953,90
1944,07,18.5,2.663719590541767,93
1944,08,20,2.3694289498499628,93
1944,09,14,1.904604120003048,90
1944,10,11,2.0410673811099302,93
1944,11,5.2,2.0146046039761867,90
1944,12,3.4,1.9647709581999802,93
1945,01,0,2.615252667920262,93
1945,02,2,1.5338908974045586,84
1945,03,4,2.0662671724756434,93
1945,04,7.1,1.8192509879902141,90
1945,05,12,2.932151574607798,93
1945,06,15.6,2.1614858832457506,90
1945,07,18.2,2.5340435693954046,93
1945,08,18,1.693954959100023,93
1945,09,15.4,2.322522843709091,90
1945,10,11.2,1.4431958977394534,93
1945,11,6.25,2.3238622657576404,90
1945,12,3.8,2.8947478676719505,93
1946,01,1,2.509773788487364,93
1946,02,2,3.115308149312839,84
1946,03,1,2.7044342235259142,93
1946,04,6.699999999999999,2.1016300670732866,90
1946,05,11.5,3.1308042870596315,93
1946,06,14.1,1.8524475155190792,90
1946,07,18.6,1.786660351806191,93
1946,08,17,1.500310860729162,93
1946,09,14.6,1.6860964825046658,90
1946,10,9,3.139476287607347,93
1946,11,5.6,1.9495881315412986,90
1946,12,2,3.0599621560481656,93
1947,01,-3,3.1193772229404275,93
1947,02,-5,2.789847948856627,84
1947,03,-2,4.6236269963325896,93
1947,04,4.15,2.2226436554194375,90
1947,05,12,3.9648033660763433,93
1947,06,16,3.540770915585218,90
1947,07,18,2.5661473461131443,93
1947,08,19.4,2.7812704238603776,93
1947,09,17,2.7796523013417627,90
1947,10,9.6,3.2275292150551627,93
1947,11,5.85,3.2053084870069686,90
1947,12,3.4,2.470146200812704,93
1948,01,2,2.7893196088504997,93
1948,02,0.8,3.584048684369764,87
1948,03,3.8,3.069765011039347,93
1948,04,7.4,2.6786316312121636,90
1948,05,11.8,2.7530640841310614,93
1948,06,16.4,1.9818971604391595,90
1948,07,17,2.9005420170236924,93
1948,08,17.2,2.6856239442780288,93
1948,09,15,2.5553048783312473,90
1948,10,10.2,2.8885229356685267,93
1948,11,6,2.643668619605555,90
1948,12,4.2,2.220856659281564,93
1949,01,3,2.0047005304842407,93
1949,02,3,1.9179209645242918,84
1949,03,2,3.3720973007467623,93
1949,04,7,2.1514899172248287,90
1949,05,12.2,2.6568843775379882,93
1949,06,14.7,1.965049166615426,90
1949,07,18.2,2.121600214644771,93
1949,08,16.4,1.785517814610837,93
1949,09,16.9,2.1977618850482386,90
1949,10,13,2.901132680090568,93
1949,11,7.05,1.9555535694008754,90
1949,12,5,1.959737319127566,93
1950,01,-0.4,3.1139610074116577,93
1950,02,1.8,2.2893862591289045,84
1950,03,4,2.4624406263384646,93
1950,04,6.4,1.8452273356147408,90
1950,05,12.4,2.3467627628651857,93
1950,06,16.1,2.532362567797416,90
1950,07,17.2,1.9602179516452536,93
1950,08,18.4,2.0999454566705102,93
1950,09,14.5,1.961172418078841,90
1950,10,11,3.737048696408275,93
1950,11,5.9,1.6007582472978656,90
1950,12,2,2.5553260935935906,93
1951,01,1.4,1.9433966544004175,93
1951,02,1.2,1.5689873072768528,84
1951,03,0.4,1.7181401602017736,93
1951,04,5,2.240150030645325,90
1951,05,10.1,2.4624192674890595,93
1951,06,15.6,2.149627613426217,90
1951,07,16.4,2.1757315675738695,93
1951,08,17.3,1.9547319744914164,93
1951,09,15.5,2.5350418051400534,90
1951,10,10.2,2.214043113801292,93
1951,11,8.2,1.7023579153368753,90
1951,12,5.6,1.522768602553847,93
1952,01,2,1.9749127841271463,93
1952,02,1.8,1.848598448989971,87
1952,03,1,2.309757844379524,93
1952,04,7.4,3.130371737666315,90
1952,05,11.1,2.354501423199115,93
1952,06,13,2.313506993017651,90
1952,07,16.4,2.4213345803647472,93
1952,08,16.8,2.0696209787766517,93
1952,09,12.350000000000001,2.0675798393314797,90
1952,10,8.2,2.4382792505371107,93
1952,11,3.1500000000000004,2.0218420298104682,90
1952,12,1.8,1.6272745436442821,93
1953,01,1,2.35230979758709,93
1953,02,0.30000000000000004,4.2094413116294636,84
1953,03,3,2.177423579723361,93
1953,04,7.2,1.9236085004286472,90
1953,05,11.6,3.669458433977823,93
1953,06,17.15,3.4469867787219814,90
1953,07,18,2.460306198802368,93
1953,08,16.6,1.7535984508665947,93
1953,09,13.6,1.8863333303550807,90
1953,10,11.3,1.6581312529431769,93
1953,11,8.2,2.273106076705409,90
1953,12,3.8,2.8881065458687383,93
1954,01,0,3.706178584579373,93
1954,02,-3,2.258336694164785,84
1954,03,0.4,1.629861017946442,93
1954,04,4.75,1.817706296345832,90
1954,05,10.8,3.593496085812127,93
1954,06,15.8,2.398210943669693,90
1954,07,15,1.5845258912811278,93
1954,08,15.2,1.3176304755606663,93
1954,09,14.1,2.6812385104765335,90
1954,10,10.2,1.580535531590453,93
1954,11,5.65,3.025815064407441,90
1954,12,4.4,2.029398817517717,93
1955,01,0,1.556273404569686,93
1955,02,-2,3.706570084325563,84
1955,03,-0.4,2.2713055479185558,93
1955,04,4.300000000000001,2.4439803497701083,90
1955,05,8,1.8194471775213912,93
1955,06,13.2,2.9237904442346334,90
1955,07,18.6,2.745836237522416,93
1955,08,19.8,2.5497852580335243,93
1955,09,15.45,2.723846008615701,90
1955,10,11,3.390029519082755,93
1955,11,6.5,2.7791368710114353,90
1955,12,3.4,3.309329891250759,93
1956,01,1.8,3.8973855731439184,93
1956,02,-5.4,4.878005177271693,87
1956,03,0.2,2.1981892543932533,93
1956,04,3.8,2.215325126979608,90
1956,05,9.5,2.9715437845954944,93
1956,06,14.1,2.1747527016555934,90
1956,07,16.8,2.0842902898001547,93
1956,08,14.6,1.3774302760930937,93
1956,09,13.75,1.8990358286908873,90
1956,10,10.5,3.0939330458785976,93
1956,11,4,2.622566287548185,90
1956,12,4.4,3.0069228212135615,93
1957,01,2.4,2.1795175768263912,93
1957,02,2.6500000000000004,1.7606800568999885,84
1957,03,2.8,2.2411401584709454,93
1957,04,5.65,2.7558277824533635,90
1957,05,9.8,2.9608845480958688,93
1957,06,15.1,2.9389765261436627,90
1957,07,18,2.0610226585974223,93
1957,08,16.6,2.2357689788082347,93
1957,09,12.5,2.4636594686620326,90
1957,10,10.4,1.1680960321591525,93
1957,11,6.550000000000001,3.5251911344396754,90
1957,12,3.6,3.008142293193755,93
1958,01,0.8,2.8106106973073675,93
1958,02,0.1,4.060489804527013,84
1958,03,-0.6,2.524645698831488,93
1958,04,3.8,2.4849117724486582,90
1958,05,9.2,2.2569605596336713,93
1958,06,13.8,2.9149440605961026,90
1958,07,16.8,2.694302075605908,93
1958,08,16.1,1.3040618745305075,93
1958,09,14.850000000000001,2.3189608181047645,90
1958,10,11.2,2.6205859613335836,93
1958,11,7.2,1.4485017443450963,90
1958,12,3.5,2.45685966638102,93
1959,01,1.6,2.663401899342147,93
1959,02,0.6499999999999999,2.2303556930450723,84
1959,03,3.8,2.020829471567475,93
1959,04,6.35,2.539083755432975,90
1959,05,11.6,2.6496129543490192,93
1959,06,16.1,2.3342611852358934,90
1959,07,19.3,2.267536202601301,93
1959,08,19.6,2.7862419120600186,93
1959,09,15.7,2.6847383903686226,90
1959,10,11.4,2.5356149453347885,93
1959,11,6.8,1.8888317535604984,90
1959,12,4.2,2.8047795312276915,93
1960,01,0.7,4.442610518467023,93
1960,02,0,2.1723223123689137,87
1960,03,1.8,2.097554732987321,93
1960,04,5.4,2.236459883161056,90
1960,05,11.5,2.9241837946493954,93
1960,06,15.649999999999999,2.5145442100447672,90
1960,07,15.8,1.9715383674587343,93
1960,08,17.2,1.927903419314074,93
1960,09,14.4,2.7266887355681355,90
1960,10,8.8,2.646082605604032,93
1960,11,7,2.3341357635742837,90
1960,12,3.8,2.4556943585488598,93
1961,01,2,2.438985219585345,93
1961,02,2.85,1.4411236412596908,84
1961,03,5.2,1.8172952277585595,93
1961,04,7.8,3.051025901428242,90
1961,05,10.7,2.109354374347241,93
1961,06,16.35,2.02168641980525,90
1961,07,15.6,1.9297243079332165,93
1961,08,15.4,1.5392146896006944,93
1961,09,14.75,2.0299163897346504,90
1961,10,12,1.617268170321749,93
1961,11,6,2.7126984413969706,90
1961,12,2.2,3.8438164886855586,93
1962,01,2.8,2.5039645983275043,93
1962,02,1.55,2.328462356962458,84
1962,03,0.2,2.187633118904219,93
1962,04,6.1,2.4311554565540607,90
1962,05,9.2,1.8577768261709686,93
1962,06,14.2,2.4936974237962772,90
1962,07,15.2,2.4050292093644545,93
1962,08,15,1.4175990445179036,94
1962,09,12.8,1.601912090929514,90
1962,10,10.6,2.011240037641842,93
1962,11,4.9,2.775747472746652,90
1962,12,0.4,3.881266366986515,93
1963,01,-4.6,3.3530400404493346,93
1963,02,-4.1,2.7195589987067628,84
1963,03,-0.4,2.545575229527083,93
1963,04,3.6,2.116455060347824,90
1963,05,9.8,3.861716778194423,93
1963,06,16,2.011110214441693,90
1963,07,18,2.329645118212556,93
1963,08,16.4,2.824862071376254,93
1963,09,14.2,1.9806054005805873,90
1963,10,10,1.5921441081604613,93
1963,11,7.699999999999999,1.2905688822957349,90
1963,12,0.2,2.6254517187415063,93
1964,01,1,1.6475519119219866,93
1964,02,0,2.687748794921699,87
1964,03,-0.2,1.8827282681391662,93
1964,04,5.4,2.798645115390236,90
1964,05,10.2,3.036924855173417,93
1964,06,15.2,2.1913335145032735,90
1964,07,15.8,2.297759951510146,93
1964,08,15.4,1.803847635655551,93
1964,09,13.75,2.1276480893253913,90
1964,10,9.2,2.116271916748755,93
1964,11,6.9,1.941522112894012,90
1964,12,2.6,3.4959807952032724,93
1965,01,2.2,1.9781402385015718,93
1965,02,-0.4,2.3290527081838586,84
1965,03,1.6,3.330985615495883,93
1965,04,5.15,2.9938974552469784,90
1965,05,8.8,2.3723630817953136,93
1965,06,15.2,2.071228805333912,90
1965,07,14.2,2.2254362763098494,93
1965,08,15.4,1.818064257323917,93
1965,09,14.7,1.4473450660863825,90
1965,10,11,2.227674548569236,93
1965,11,2,4.674525752548162,90
1965,12,2.1,1.9228480318344678,93
1966,01,-1.6,2.212544455751557,93
1966,02,-0.8,3.9901858950134392,84
1966,03,2.2,1.824287471297661,93
1966,04,2.3,3.169014308171116,90
1966,05,9.9,2.3481787477766787,93
1966,06,15.6,2.3771183469603865,90
1966,07,17,2.3260115204503786,93
1966,08,15.6,2.1169919647844986,93
1966,09,14,1.9884259359783585,90
1966,10,11,3.0329397789380517,93
1966,11,5,2.004404949354983,90
1966,12,3,2.44087733979778,93
1967,01,1,2.83915264670388,93
1967,02,2.2,1.5891828113946265,84
1967,03,4.4,1.2319989496240278,93
1967,04,5.6,2.150957165795879,90
1967,05,11.2,2.6018603766064845,93
1967,06,14.8,2.0808865032002584,90
1967,07,17.6,2.1439058744070296,93
1967,08,17.8,1.8626223050668105,93
1967,09,15,1.7639478053998028,90
1967,10,12.2,1.9876218166966544,93
1967,11,7.35,2.290959271140033,90
1967,12,2.2,3.8574478818025284,93
1968,01,0.6,3.7980350348867518,93
1968,02,0.35,2.155021353117619,88
1968,03,2.8,2.5812088415476895,93
1968,04,6.699999999999999,3.181823376619136,90
1968,05,9.4,2.4340492200083164,93
1968,06,16.4,2.456276578830316,90
1968,07,16.2,2.3597742184055095,93
1968,08,17.6,2.4534078159110533,93
1968,09,14.649999999999999,3.40692106029933,90
1968,10,11,2.120806783248938,93
1968,11,6,2.8580982039322667,90
1968,12,1.6,1.8127451229517662,93
1969,01,0.5,1.9794036483696436,93
1969,02,-0.95,2.953649152509761,84
1969,03,0,1.8803926658653272,93
1969,04,4.4,2.246263369708099,90
1969,05,9.4,2.353257616980068,93
1969,06,16.4,3.4197672055747588,90
1969,07,17.6,2.3011801553826423,93
1969,08,18.6,2.714870396837067,93
1969,09,15.6,2.543533820225654,90
1969,10,11.2,1.9282562181957958,93
1969,11,6.9,3.719503544389908,90
1969,12,-1,2.2380413070373857,93
1970,01,-1.6,2.1368446387828777,94
1970,02,-3,2.538858783305725,85
1970,03,0.2,1.3072173515911862,93
1970,04,3.2,2.0498944889262805,90
1970,05,10.2,3.140699367954389,93
1970,06,16.8,2.9791753293397014,90
1970,07,15.8,1.906694488104411,93
1970,08,17,1.9061433371319114,93
1970,09,13.8,2.5639265007257124,90
1970,10,10.4,2.2820728461178255,93
1970,11,5.8,2.36719279903755,90
1970,12,4.5,3.6564157144091043,93
1971,01,1.8,2.502974387686327,93
1971,02,2.6,2.461500167612786,84
1971,03,1.2,3.451757281588002,93
1971,04,5.6,2.0871702495093576,90
1971,05,11.2,3.2632467567281442,95
1971,06,14,2.5163897429089435,91
1971,07,17.2,2.7593578299078185,93
1971,08,17.5,2.364319566518604,93
1971,09,13.5,2.1921309728771208,90
1971,10,10.4,2.848301495957671,93
1971,11,5.699999999999999,4.000031210864503,90
1971,12,5.5,2.1564687903511994,93
1972,01,-0.4,2.4725737301170394,93
1972,02,1,1.373097575806777,87
1972,03,2.5,2.197468155095796,93
1972,04,5.75,1.7692758627901093,90
1972,05,9.8,2.074960923270503,93
1972,06,14.4,2.3416875590521733,90
1972,07,18.2,2.5578678957371923,93
1972,08,17.7,2.2326930344470233,93
1972,09,13,3.104697419623325,90
1972,10,10,2.2564167500241665,93
1972,11,6.35,2.2784889422981145,90
1972,12,4.6,2.28842954248563,93
1973,01,1.95,1.3594173025599143,186
1973,02,2.5,2.1427651885859422,223
1973,03,4.5,1.8409883085453316,248
1973,04,5.2,1.8734196368364455,239
1973,05,10.3,2.6347518289106016,248
1973,06,15.2,3.157967911796862,240
1973,07,18.15,2.4377180871417874,248
1973,08,17.2,2.4350821710107127,248
1973,09,13.75,2.863343083228652,240
1973,10,7.7,3.7521463971797715,248
1973,11,5.8,3.3352591804173,240
1973,12,2.4,2.491072606758086,248
1974,01,2.9,1.6146853955097595,248
1974,02,2.8,1.3554604597003832,223
1974,03,3,2.114917715341862,248
1974,04,6.65,2.979167995532762,240
1974,05,10.1,3.088335006469494,248
1974,06,14.2,3.0062417343606014,240
1974,07,15.05,1.4071460167652707,248
1974,08,16.4,1.9339586084446645,248
1974,09,14.649999999999999,2.251871954897798,240
1974,10,8.1,1.9516199742018938,248
1974,11,6.4,1.7263714153096739,240
1974,12,5.1,1.6243482031326422,248
1975,01,5,1.5146981332582983,248
1975,02,2.2,1.9583652843132537,224
1975,03,2.9,1.930172400493002,248
1975,04,4.55,2.7044875925164296,240
1975,05,10.45,2.8310068084396924,248
1975,06,14.149999999999999,3.7552698598382537,210
1975,07,18,2.0676611204004063,248
1975,08,19,2.709645919827857,248
1975,09,16.05,2.3217989466521503,240
1975,10,9.3,3.05344216320074,248
1975,11,5.55,2.964455134904545,240
1975,12,4.8,2.3151470727353223,248
1976,01,1.55,3.385210865730384,248
